sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
CHST1_sg179	CHST1	8882.5/8642.5	8799.6/8653.7	8762.5	8726.7	-0.0059189	19715	28376	0.213	0.41566	0.58434	0.83133	0.99897	False
CINP_sg187	CINP	14861/14818	14829/14944	14840	14886	0.0045107	3748	48057	0.21199	0.58394	0.41606	0.83211	0.99897	True
SHANK1_sg781	SHANK1	11789/11736	11839/11768	11763	11803	0.0050175	1964.4	38091	0.20999	0.58316	0.41684	0.83368	0.99897	True
SALL4_sg757	SALL4	10701/10897	10812/10707	10799	10760	-0.0052543	12313	34971	0.20995	0.41685	0.58315	0.8337	0.99897	False
NonTarg_83	Control	10132/10087	10010/10134	10110	10072	-0.0054285	4348.4	32739	0.20986	0.41689	0.58311	0.83377	0.99897	False
NonTarg_85	Control	19786/19678	19828/19741	19732	19785	0.0038695	4813.4	63899	0.20966	0.58303	0.41697	0.83394	0.99897	True
CYP46A1_sg196	CYP46A1	12496/12931	12845/12671	12713	12758	0.005073	54782	45707	0.20948	0.58296	0.41704	0.83407	0.99897	True
DUSP3_sg243	DUSP3	17512/17510	17351/17572	17511	17462	-0.0041122	12163	56708	0.20932	0.4171	0.5829	0.8342	0.99897	False
GRM1_sg430	GRM1	11959/12256	11805/12526	12107	12165	0.0068919	1.5213e+05	76850	0.20915	0.58284	0.41716	0.83433	0.99897	True
RBFOX3_sg741	RBFOX3	16737/17046	16876/16809	16891	16842	-0.0041795	24995	54700	0.20894	0.41725	0.58275	0.8345	0.99897	False
GRIN2A_sg415	GRIN2A	13238/13516	13458/13383	13377	13420	0.0046751	20680	43320	0.20863	0.58263	0.41737	0.83474	0.99897	True
BCL11B_sg082	BCL11B	13216/13063	13227/12967	13140	13097	-0.0046926	22644	42551	0.20687	0.41806	0.58194	0.83611	0.99897	False
IFNG_sg473	IFNG	18372/18294	18336/18430	18333	18383	0.0039506	3736	59368	0.20633	0.58173	0.41827	0.83653	0.99897	True
ORC3_sg613	ORC3	13501/13501	13384/13532	13501	13458	-0.0046055	5510.1	43721	0.20581	0.41847	0.58153	0.83694	0.99897	False
FOXN1_sg363	FOXN1	12771/13020	12916/12959	12896	12937	0.0046788	15848	41761	0.205	0.58121	0.41879	0.83757	0.99897	True
INSRR_sg491	INSRR	14079/14211	14106/14096	14145	14101	-0.0044669	4342.3	45806	0.20433	0.41905	0.58095	0.8381	0.99897	False
SNX1_sg806	SNX1	12306/12234	12303/12318	12270	12311	0.0047803	1331.8	39734	0.20431	0.58094	0.41906	0.83811	0.99897	True
GRM6_sg433	GRM6	12896/12889	12850/12852	12892	12851	-0.0046725	11.113	41750	0.20404	0.41916	0.58084	0.83832	0.99897	False
SALL4_sg760	SALL4	13588/13447	13537/13413	13517	13475	-0.0044886	8795.8	43773	0.20071	0.42046	0.57954	0.84093	0.99897	False
RBFOX3_sg749	RBFOX3	9762/9614	9844.6/9601.9	9688	9723.3	0.0052411	20196	31373	0.19908	0.5789	0.4211	0.8422	0.99897	True
EPN2_sg291	EPN2	12562/12216	12187/12508	12389	12347	-0.0048971	55657	45299	0.19727	0.42181	0.57819	0.84362	0.99897	False
DUSP14_sg234	DUSP14	9536.8/9736.6	9637/9705.7	9636.7	9671.3	0.0051776	11155	31207	0.19615	0.57775	0.42225	0.8445	0.99897	True
B4GALT6_sg076	B4GALT6	29356/29397	29450/29181	29376	29316	-0.0029633	18463	95131	0.19544	0.42253	0.57747	0.84505	0.99897	False
PSMD4_sg732	PSMD4	13708/13787	13735/13841	13747	13788	0.0043167	4350.5	44519	0.19526	0.5774	0.4226	0.84519	0.99897	True
ETV2_sg317	ETV2	16046/16039	16273/15900	16042	16087	0.0039916	34696	51951	0.19501	0.57731	0.42269	0.84538	0.99897	True
NRXN1_sg608	NRXN1	12050/11920	12127/11919	11985	12023	0.0045741	15102	38812	0.1932	0.5766	0.4234	0.8468	0.99897	True
PRPH2_sg686	PRPH2	7015.2/6910.1	6934.3/7049	6962.7	6991.6	0.0059942	6058.1	22548	0.19308	0.57655	0.42345	0.84689	0.99897	True
NonTarg_81	Control	13981/14012	14102/13972	13996	14037	0.0042218	4455.4	45325	0.19268	0.57639	0.42361	0.84721	0.99897	True
ARHGAP44_sg049	ARHGAP44	9108.6/8945.9	9045.5/8943.2	9027.3	8994.3	-0.0052717	9226.7	29234	0.19259	0.42364	0.57636	0.84728	0.99897	False
NonTarg_89	Control	13832/13603	13753/13601	13717	13677	-0.0042671	18877	44422	0.19223	0.42378	0.57622	0.84756	0.99897	False
CINP_sg184	CINP	11237/11360	11372/11298	11299	11335	0.0046844	5179.3	36589	0.19212	0.57618	0.42382	0.84765	0.99897	True
CAV2_sg120	CAV2	9169.2/9439.1	9277.2/9397.6	9304.2	9337.4	0.0051492	21830	30130	0.19167	0.576	0.424	0.848	0.99897	True
PHOX2B_sg621	PHOX2B	8160.2/8093.1	8060.9/8130.5	8126.6	8095.7	-0.0055043	2338.5	26317	0.19078	0.42435	0.57565	0.84869	0.99897	False
ORC3_sg618	ORC3	20360/20331	20286/20308	20346	20297	-0.0034484	338.19	65886	0.18924	0.42495	0.57505	0.8499	0.99897	False
NonTarg_61	Control	10291/10122	10399/10083	10207	10241	0.0048068	32176	33053	0.18738	0.57432	0.42568	0.85136	0.99897	True
PHOX2B_sg623	PHOX2B	11198/10973	10987/11255	11086	11121	0.0046025	30555	35899	0.18697	0.57416	0.42584	0.85168	0.99897	True
SNX1_sg802	SNX1	16786/17116	16928/16887	16951	16907	-0.0037308	27602	54894	0.18687	0.42588	0.57412	0.85177	0.99897	False
HDGFL1_sg449	HDGFL1	15746/15194	15450/15582	15470	15516	0.0042443	80591	60262	0.18568	0.57365	0.42635	0.85269	0.99897	True
RBFOX3_sg747	RBFOX3	12652/12719	12697/12748	12686	12722	0.0041545	1789.3	41081	0.18051	0.57162	0.42838	0.85675	0.99897	True
EFNA2_sg269	EFNA2	6883.8/7018.8	6965.5/6991.1	6951.3	6978.3	0.0055949	4719.2	22511	0.18005	0.57144	0.42856	0.85711	0.99897	True
CHST1_sg172	CHST1	12314/12069	12332/12122	12191	12227	0.0041891	25993	39480	0.17843	0.57081	0.42919	0.85838	0.99897	True
SUMO1_sg828	SUMO1	4376.9/4215	4268.8/4282.1	4296	4275.4	-0.0069173	6597.4	13912	0.17426	0.43083	0.56917	0.86166	0.99897	False
GNAI3_sg386	GNAI3	18225/18277	18433/18154	18251	18293	0.0033094	20065	59105	0.17242	0.56845	0.43155	0.86311	0.99897	True
IL17F_sg489	IL17F	19339/19435	19412/19276	19387	19344	-0.0031967	6911.2	62782	0.17126	0.43201	0.56799	0.86402	0.99897	False
POLR1B_sg637	POLR1B	14325/14362	14411/14202	14343	14306	-0.0037126	11246	46448	0.17106	0.43209	0.56791	0.86418	0.99897	False
EFNA2_sg270	EFNA2	11207/11333	11436/11168	11270	11302	0.0041537	21861	36495	0.1701	0.56754	0.43246	0.86493	0.99897	True
IFNG_sg471	IFNG	10567/10365	10393/10477	10466	10435	-0.0043047	11951	33893	0.16939	0.43274	0.56726	0.86549	0.99897	False
CDC123_sg124	CDC123	25246/24881	25267/24956	25064	25112	0.0027612	57484	81165	0.16854	0.56692	0.43308	0.86616	0.99897	True
GCKR_sg380	GCKR	17039/17213	17029/17145	17126	17087	-0.0033122	10917	55460	0.16678	0.43377	0.56623	0.86754	0.99897	False
NonTarg_49	Control	10230/10123	10008/10285	10176	10146	-0.0042732	21998	32955	0.16581	0.43415	0.56585	0.86831	0.99897	False
F11_sg321	F11	12756/12666	12524/12967	12711	12746	0.0039634	51157	44494	0.16579	0.56584	0.43416	0.86832	0.99897	True
EPN2_sg300	EPN2	11966/11885	12070/11846	11925	11958	0.0039036	14170	38619	0.16443	0.5653	0.4347	0.86939	0.99897	True
BCL11B_sg081	BCL11B	10791/10947	10810/10867	10869	10838	-0.0040878	6896	35198	0.16394	0.43489	0.56511	0.86978	0.99897	False
TH_sg849	TH	15449/15124	15205/15295	15287	15250	-0.0034453	28553	49503	0.16389	0.43491	0.56509	0.86982	0.99897	False
GRM1_sg421	GRM1	10296/10075	10348/10081	10185	10215	0.0042072	30067	32983	0.1638	0.56506	0.43494	0.86989	0.99897	True
IL17F_sg481	IL17F	13666/13691	13629/13797	13678	13713	0.00363	7207.4	44295	0.16374	0.56503	0.43497	0.86993	0.99897	True
SULT1E1_sg812	SULT1E1	19.298/0.98828	22.17/1.0924	10.143	11.631	0.18086	194.88	86.858	0.15969	0.49341	0.50659	0.98683	0.99897	True
F11_sg325	F11	11908/12010	11882/11972	11959	11927	-0.0037884	4626.9	38727	0.15938	0.43669	0.56331	0.87337	0.99897	False
NonTarg_56	Control	11206/10930	11012/11185	11068	11098	0.0039223	26431	35842	0.15917	0.56323	0.43677	0.87353	0.99897	True
PPY_sg666	PPY	8105.1/8089.1	8181.8/8063.9	8097.1	8122.8	0.0045787	3543.8	26221	0.15897	0.56315	0.43685	0.87369	0.99897	True
PHOX2B_sg629	PHOX2B	9871.3/9857.1	9910.1/9875	9864.2	9892.6	0.0041362	358.29	31944	0.15847	0.56296	0.43704	0.87408	0.99897	True
PRDM13_sg680	PRDM13	10277/10411	10258/10372	10344	10315	-0.0040046	7753.7	33496	0.15667	0.43775	0.56225	0.8755	0.99897	False
MCOLN3_sg537	MCOLN3	8835.7/8980.5	8761.3/9002.2	8908.1	8881.7	-0.0042747	19757	28848	0.15519	0.43834	0.56166	0.87667	0.99897	False
DKK4_sg220	DKK4	9615.8/9908.5	9952.4/9631.4	9762.2	9791.9	0.0043858	47183	36803	0.15495	0.56157	0.43843	0.87686	0.99897	True
NonTarg_64	Control	14734/14698	14585/14780	14716	14682	-0.0033072	9813.7	47656	0.15437	0.43866	0.56134	0.87732	0.99897	False
DECR2_sg206	DECR2	12468/12448	12410/12445	12458	12428	-0.0035379	404.99	40345	0.15193	0.43962	0.56038	0.87924	0.99897	False
CINP_sg189	CINP	15441/15057	15465/14956	15249	15210	-0.0037024	1.0159e+05	66784	0.15125	0.43989	0.56011	0.87978	0.99897	False
DUSP14_sg233	DUSP14	12601/12877	12719/12699	12739	12709	-0.0034804	19122	41255	0.15114	0.43993	0.56007	0.87986	0.99897	False
BCR_sg093	BCR	21427/21757	21734/21529	21592	21632	0.002645	37680	69923	0.14985	0.55956	0.44044	0.88089	0.99897	True
NLGN1_sg595	NLGN1	13552/13590	13557/13647	13571	13602	0.0033167	2382.3	43947	0.14901	0.55923	0.44077	0.88155	0.99897	True
PPY_sg663	PPY	6755.2/6650.2	6630.9/6731.2	6702.7	6681	-0.0046606	5268.5	21706	0.14675	0.44166	0.55834	0.88333	0.99897	False
LAMP1_sg517	LAMP1	15639/15604	15616/15561	15621	15588	-0.0030478	1059.7	50588	0.14658	0.44173	0.55827	0.88346	0.99897	False
HOXC8_sg451	HOXC8	17795/17558	17771/17512	17677	17642	-0.0028599	30970	57243	0.14632	0.44183	0.55817	0.88367	0.99897	False
GRM1_sg428	GRM1	10866/10701	10749/10764	10783	10756	-0.0036178	6823.4	34921	0.14454	0.44254	0.55746	0.88508	0.99897	False
IL17F_sg485	IL17F	13319/13065	13155/13170	13192	13162	-0.0032682	16191	42721	0.14443	0.44258	0.55742	0.88516	0.99897	False
POLR1B_sg636	POLR1B	12883/12767	12804/12786	12825	12795	-0.0033142	3448.7	41531	0.14441	0.44259	0.55741	0.88518	0.99897	False
DPEP1_sg222	DPEP1	10260/10472	10490/10190	10366	10340	-0.0036735	33712	33617	0.14379	0.44283	0.55717	0.88567	0.99897	False
MCM6_sg521	MCM6	12328/12501	12601/12285	12414	12443	0.0033122	32461	40202	0.14232	0.55659	0.44341	0.88683	0.99897	True
KRT23_sg503	KRT23	11147/11099	11185/11008	11123	11096	-0.0034764	8403.6	36021	0.14107	0.44391	0.55609	0.88782	0.99897	False
MCOLN3_sg536	MCOLN3	21923/21747	22036/21709	21835	21872	0.0024547	34585	70711	0.13984	0.55561	0.44439	0.88879	0.99897	True
GNRHR_sg400	GNRHR	10328/10424	10330/10371	10376	10351	-0.0035621	2735.2	33602	0.1396	0.44449	0.55551	0.88897	0.99897	False
NLGN1_sg600	NLGN1	14638/14586	14562/14602	14612	14582	-0.0029879	1067.4	47319	0.13898	0.44473	0.55527	0.88946	0.99897	False
EPN2_sg298	EPN2	15483/15803	15654/15693	15643	15674	0.0028188	25872	50658	0.13594	0.55406	0.44594	0.89187	0.99897	True
ACSM3_sg005	ACSM3	9118.7/9194	8995.1/9366	9156.3	9180.5	0.0038023	35805	31703	0.13573	0.55398	0.44602	0.89204	0.99897	True
EFNA2_sg265	EFNA2	10414/10711	10543/10632	10563	10587	0.0033792	23978	34206	0.13394	0.55328	0.44672	0.89345	0.99897	True
MCM6_sg528	MCM6	22031/22113	22016/22056	22072	22036	-0.0023416	2081.9	71477	0.13389	0.44674	0.55326	0.89349	0.99897	False
EFHD2_sg252	EFHD2	19705/18974	19425/19333	19340	19379	0.002939	1.3568e+05	86979	0.13373	0.55319	0.44681	0.89362	0.99897	True
EFHD2_sg253	EFHD2	9172.9/9289.9	9143.2/9274.2	9231.4	9208.7	-0.0035492	7708.9	29895	0.1312	0.44781	0.55219	0.89562	0.99897	False
ACSM3_sg010	ACSM3	14585/14606	14593/14655	14596	14624	0.0028099	1068.5	47266	0.13089	0.55207	0.44793	0.89586	0.99897	True
EPN2_sg295	EPN2	13870/13839	13775/13880	13854	13827	-0.0028237	2982.9	44865	0.1279	0.44911	0.55089	0.89823	0.99897	False
NonTarg_47	Control	13641/13750	13789/13656	13695	13722	0.0028282	7416.3	44351	0.12762	0.55078	0.44922	0.89845	0.99897	True
PSMD4_sg735	PSMD4	13914/13937	13735/14061	13925	13898	-0.002805	26614	45095	0.12738	0.44932	0.55068	0.89864	0.99897	False
MDFI_sg547	MDFI	11143/11176	11147/11220	11159	11183	0.003077	1598.1	36138	0.12535	0.54987	0.45013	0.90025	0.99897	True
LAMP1_sg514	LAMP1	9763.8/9940.2	9850.6/9897.9	9852	9874.3	0.0032638	8335.6	31904	0.12494	0.54971	0.45029	0.90057	0.99897	True
HSD17B1_sg462	HSD17B1	7927.7/7805.5	7897.7/7874.9	7866.6	7886.3	0.0036002	3867.3	25475	0.12316	0.54901	0.45099	0.90198	0.99897	True
VSX1_sg899	VSX1	8326.6/8076.3	8293.7/8149.1	8201.4	8221.4	0.0035073	20893	26559	0.12251	0.54875	0.45125	0.9025	0.99897	True
FEZF2_sg341	FEZF2	4383.4/4513.5	4391.7/4534.4	4448.4	4463.1	0.0047391	9323.2	14406	0.12198	0.54854	0.45146	0.90292	0.99897	True
CDC123_sg121	CDC123	10958/10792	10902/10802	10875	10852	-0.0030162	9307.8	35217	0.12104	0.45183	0.54817	0.90366	0.99897	False
NLGN1_sg592	NLGN1	8639/8579.3	8641.4/8616.6	8609.1	8629	0.0033184	1044.7	27880	0.11875	0.54726	0.45274	0.90548	0.99897	True
ORC3_sg620	ORC3	16901/16696	16813/16839	16799	16826	0.0023444	10689	54400	0.11714	0.54663	0.45337	0.90675	0.99897	True
NonTarg_35	Control	12823/12658	12743/12691	12740	12717	-0.0026591	7476.9	41258	0.11551	0.45402	0.54598	0.90804	0.99897	False
MDFI_sg544	MDFI	20981/20656	21162/20543	20819	20852	0.0023223	1.2207e+05	85635	0.11462	0.54563	0.45437	0.90875	0.99897	True
ANXA7_sg024	ANXA7	9163.7/9069.5	9242/9030.6	9116.6	9136.3	0.0031112	13390	29523	0.11456	0.5456	0.4544	0.90879	0.99897	True
PSMD4_sg739	PSMD4	15749/15732	15964/15570	15741	15767	0.0023682	38893	50974	0.11454	0.5456	0.4544	0.90881	0.99897	True
HSD17B1_sg463	HSD17B1	11237/11230	11236/11273	11233	11255	0.0027444	353.29	36378	0.11216	0.54465	0.45535	0.9107	0.99897	True
ANXA7_sg022	ANXA7	14670/14910	14868/14761	14790	14815	0.0023903	17288	47896	0.11207	0.54462	0.45538	0.91077	0.99897	True
PHOX2B_sg625	PHOX2B	11709/12045	11853/11858	11877	11855	-0.0026585	28231	38463	0.11151	0.45561	0.54439	0.91122	0.99897	False
GRM6_sg435	GRM6	23949/23499	23649/23738	23724	23693	-0.0018623	52455	76827	0.11042	0.45604	0.54396	0.91208	0.99897	False
C2CD2L_sg105	C2CD2L	10353/9915.5	10209/10102	10134	10156	0.0030801	50698	38778	0.11	0.5438	0.4562	0.91241	0.99897	True
MCM6_sg522	MCM6	15321/15210	15254/15228	15265	15241	-0.0022985	3254.2	49434	0.10931	0.45648	0.54352	0.91296	0.99897	False
GRIA1_sg403	GRIA1	16163/16360	16228/16247	16262	16237	-0.0021745	9767.4	52661	0.10673	0.4575	0.5425	0.915	0.99897	False
HSD17B1_sg461	HSD17B1	9452.3/9337.3	9489.9/9336.5	9394.8	9413.2	0.0028195	9188.3	30424	0.10538	0.54196	0.45804	0.91608	0.99897	True
ARHGEF4_sg055	ARHGEF4	11719/12077	11969/11786	11898	11877	-0.0025287	40362	39141	0.10533	0.45806	0.54194	0.91612	0.99897	False
ORC3_sg611	ORC3	18062/18118	17995/18235	18090	18115	0.0019922	15156	58582	0.10328	0.54113	0.45887	0.91774	0.99897	True
GRIN2A_sg417	GRIN2A	8660.1/8519	8539.6/8673.4	8589.6	8606.5	0.0028375	9455.9	27816	0.10141	0.54039	0.45961	0.91923	0.99897	True
SULT1E1_sg815	SULT1E1	16417/16340	16336/16467	16379	16402	0.0020527	5757.9	53040	0.10127	0.54033	0.45967	0.91934	0.99897	True
GRIA1_sg401	GRIA1	9798.7/9981.7	9924.2/9820.4	9890.2	9872.3	-0.0026124	11064	32028	0.09999	0.46018	0.53982	0.92035	0.99897	False
ORC3_sg614	ORC3	17322/17131	17175/17231	17227	17203	-0.0019752	9926	55786	0.099795	0.46025	0.53975	0.92051	0.99897	False
KRT23_sg507	KRT23	17624/17769	17683/17664	17697	17673	-0.0019344	5341.4	57309	0.099058	0.46055	0.53945	0.92109	0.99897	False
DECR2_sg203	DECR2	7917.6/8306.5	8107.3/8151.2	8112.1	8129.3	0.0030503	38294	30278	0.098684	0.53931	0.46069	0.92139	0.99897	True
DPEP1_sg230	DPEP1	10644/10999	10587/11012	10821	10800	-0.0028889	76536	48874	0.097927	0.461	0.539	0.92199	0.99897	False
NLGN1_sg594	NLGN1	9833.6/10026	9983.7/9841.1	9929.9	9912.4	-0.0025424	14344	32157	0.097507	0.46116	0.53884	0.92232	0.99897	False
NonTarg_48	Control	11755/11648	11752/11688	11702	11720	0.0023106	3896.1	37894	0.09636	0.53838	0.46162	0.92323	0.99897	True
INSRR_sg494	INSRR	10445/10429	10463/10445	10437	10454	0.0023804	141.32	33799	0.093758	0.53735	0.46265	0.9253	0.99897	True
VSX1_sg895	VSX1	16235/16063	16033/16222	16149	16127	-0.0019134	16317	52296	0.093599	0.46271	0.53729	0.92543	0.99897	False
MCM6_sg524	MCM6	7301/7256	7299.1/7229.3	7278.5	7264.2	-0.0028431	1724	23570	0.093349	0.46281	0.53719	0.92563	0.99897	False
CDC123_sg130	CDC123	9914.5/9784	9894/9837.9	9849.3	9865.9	0.0024385	5044.1	31896	0.093302	0.53717	0.46283	0.92566	0.99897	True
CAV2_sg114	CAV2	13760/14113	13996/13837	13936	13917	-0.0020449	37407	45131	0.092926	0.46298	0.53702	0.92596	0.99897	False
ARHGEF4_sg060	ARHGEF4	9459.6/9221.7	9402.2/9246.9	9340.6	9324.5	-0.0024893	20185	30248	0.092598	0.46311	0.53689	0.92622	0.99897	False
GNAI3_sg384	GNAI3	10907/10982	10881/10974	10944	10927	-0.0022621	3579.8	35442	0.091089	0.46371	0.53629	0.92742	0.99897	False
BCR_sg092	BCR	11012/11182	11177/11051	11097	11114	0.0022183	11215	35936	0.090086	0.53589	0.46411	0.92822	0.99897	True
SUMO1_sg821	SUMO1	16891/17165	16982/17031	17028	17007	-0.0017861	19278	55142	0.089724	0.46425	0.53575	0.92851	0.99897	False
CHD8_sg167	CHD8	8454.3/8274.9	8473.1/8226.6	8364.6	8349.8	-0.0025471	23230	27088	0.089661	0.46428	0.53572	0.92856	0.99897	False
DKK4_sg215	DKK4	11592/11756	11754/11558	11674	11656	-0.0021401	16327	37803	0.089007	0.46454	0.53546	0.92908	0.99897	False
ETV2_sg318	ETV2	10955/10891	11046/10766	10923	10906	-0.0022099	20544	35372	0.088902	0.46458	0.53542	0.92916	0.99897	False
GRM1_sg425	GRM1	7324.9/7241.2	7278.9/7259.9	7283	7269.4	-0.0027061	1844.2	23585	0.088882	0.46459	0.53541	0.92918	0.99897	False
FEZF2_sg342	FEZF2	10758/10339	10591/10540	10549	10566	0.0023274	44472	37598	0.087844	0.535	0.465	0.93	0.99897	True
EPHA4_sg290	EPHA4	621.21/600.88	625.81/604.08	611.04	614.94	0.0091652	221.34	1978.8	0.087686	0.53494	0.46506	0.93013	0.99897	True
CHST1_sg178	CHST1	11342/11425	11356/11444	11383	11400	0.0021314	3630.7	36863	0.087662	0.53493	0.46507	0.93015	0.99897	True
DKK4_sg212	DKK4	12688/12714	12768/12669	12701	12719	0.0019961	2613.7	41131	0.086718	0.53455	0.46545	0.9309	0.99897	True
C2CD2L_sg110	C2CD2L	11179/11541	11431/11256	11360	11343	-0.002136	40459	38012	0.086213	0.46565	0.53435	0.9313	0.99897	False
CDC123_sg122	CDC123	10872/10602	10632/10811	10737	10721	-0.002121	26244	34771	0.084598	0.46629	0.53371	0.93258	0.99897	False
DPEP1_sg223	DPEP1	17862/17996	17831/17987	17929	17909	-0.0016212	10519	58061	0.083569	0.4667	0.5333	0.9334	0.99897	False
CYP46A1_sg198	CYP46A1	13019/13002	12898/13156	13010	13027	0.0018814	16765	42132	0.082717	0.53296	0.46704	0.93408	0.99897	True
GNRHR_sg392	GNRHR	12910/13156	13059/13041	13033	13050	0.0018621	15188	42206	0.08194	0.53265	0.46735	0.93469	0.99897	True
CYP46A1_sg199	CYP46A1	13070/13338	13071/13303	13204	13187	-0.0018482	31313	42759	0.081757	0.46742	0.53258	0.93484	0.99897	False
TCL1_sg831	TCL1	11627/11561	11711/11508	11594	11610	0.0019061	11391	37546	0.079115	0.53153	0.46847	0.93694	0.99897	True
HSD17B1_sg470	HSD17B1	18043/17895	18072/17829	17969	17950	-0.001528	20317	58191	0.078855	0.46857	0.53143	0.93715	0.99897	False
TH_sg846	TH	15844/15868	15826/15851	15856	15838	-0.0016145	303.79	51348	0.07827	0.46881	0.53119	0.93761	0.99897	False
TRRAP_sg875	TRRAP	14841/14964	15121/14717	14902	14919	0.0016452	44497	48259	0.077407	0.53085	0.46915	0.9383	0.99897	True
NRXN1_sg604	NRXN1	22172/22111	22076/22166	22142	22121	-0.0013477	3003.5	71703	0.077208	0.46923	0.53077	0.93846	0.99897	False
SUMO1_sg829	SUMO1	17163/17587	17305/17409	17375	17357	-0.0014832	47525	56266	0.075269	0.47	0.53	0.94	0.99897	False
B4GALT6_sg078	B4GALT6	13658/13349	13604/13434	13504	13519	0.0016747	31223	43729	0.075006	0.52989	0.47011	0.94021	0.99897	True
ARHGAP44_sg047	ARHGAP44	10142/9647.6	9818.4/9940.5	9895	9879.5	-0.0022678	64928	43005	0.074953	0.47013	0.52987	0.94025	0.99897	False
CYP46A1_sg197	CYP46A1	12003/12049	12180/11902	12026	12041	0.0017707	19723	38945	0.074849	0.52983	0.47017	0.94033	0.99897	True
LAMP1_sg519	LAMP1	18868/18951	18770/19086	18910	18928	0.0014055	26660	61236	0.074484	0.52969	0.47031	0.94062	0.99897	True
MYO15_sg571	MYO15	13837/13833	13906/13733	13835	13820	-0.0016412	7448.7	44804	0.074317	0.47038	0.52962	0.94076	0.99897	False
DECR2_sg210	DECR2	14778/14845	14789/14867	14812	14828	0.0015668	2649.2	47966	0.073495	0.52929	0.47071	0.94141	0.99897	True
TCL1_sg834	TCL1	6532.8/6743.1	6674.3/6623	6637.9	6648.6	0.0023269	11711	21496	0.073091	0.52913	0.47087	0.94173	0.99897	True
CDC123_sg126	CDC123	12004/11837	11659/12150	11920	11904	-0.0019333	67497	48234	0.072691	0.47103	0.52897	0.94205	0.99897	False
APOH_sg038	APOH	12904/12822	12720/13035	12863	12877	0.0016292	26564	41655	0.071218	0.52839	0.47161	0.94322	0.99897	True
TIAM1_sg860	TIAM1	13676/13837	13783/13759	13756	13771	0.0015508	6635.2	44548	0.070103	0.52794	0.47206	0.94411	0.99897	True
GRM6_sg438	GRM6	14535/14468	14552/14421	14502	14487	-0.0015057	5350.7	46962	0.069807	0.47217	0.52783	0.94435	0.99897	False
TMPRSS11E_sg862	TMPRSS11E	11703/11390	11461/11605	11546	11533	-0.0016513	29665	37391	0.068312	0.47277	0.52723	0.94554	0.99897	False
NonTarg_31	Control	23226/23121	23057/23253	23174	23155	-0.001151	12397	75045	0.067463	0.47311	0.52689	0.94621	0.99897	False
DKK4_sg216	DKK4	11808/11754	11642/11893	11781	11768	-0.0016039	16374	38150	0.067023	0.47328	0.52672	0.94656	0.99897	False
IL17F_sg486	IL17F	8974.4/8957.8	9019.3/8890.8	8966.1	8955	-0.0017859	4196.4	29036	0.065103	0.47405	0.52595	0.94809	0.99897	False
MCOLN3_sg531	MCOLN3	14156/14244	14169/14204	14200	14186	-0.0014042	2237.2	45986	0.064426	0.47432	0.52568	0.94863	0.99897	False
DUSP3_sg246	DUSP3	12683/12872	12711/12819	12778	12765	-0.0014765	11875	41379	0.06426	0.47438	0.52562	0.94876	0.99897	False
GCKR_sg373	GCKR	18971/18670	18941/18667	18820	18804	-0.0012062	41424	60947	0.063713	0.4746	0.5254	0.9492	0.99897	False
BCR_sg099	BCR	10414/10819	10730/10477	10617	10604	-0.0017577	56940	41900	0.063156	0.47482	0.52518	0.94964	0.99897	False
HOXC8_sg460	HOXC8	12948/12943	12945/12971	12945	12958	0.0014298	167.85	41921	0.062697	0.525	0.475	0.95001	0.99897	True
FOXN1_sg361	FOXN1	10970/11004	11015/10983	10987	10999	0.0015302	530.26	35580	0.061821	0.52465	0.47535	0.95071	0.99897	True
ESPL1_sg303	ESPL1	689.21/700.69	708.44/687.1	694.95	697.77	0.0058309	146.84	2250.5	0.059413	0.52369	0.47631	0.95262	0.99897	True
PRDM13_sg677	PRDM13	17491/17882	17750/17595	17687	17673	-0.0011483	44233	57276	0.058803	0.47655	0.52345	0.95311	0.99897	False
ACSM3_sg006	ACSM3	20122/20302	20333/20061	20212	20197	-0.0010708	26589	65455	0.058618	0.47663	0.52337	0.95326	0.99897	False
B4GALT6_sg071	B4GALT6	12454/12657	12492/12596	12556	12544	-0.001345	12963	40660	0.058029	0.47686	0.52314	0.95373	0.99897	False
IL17F_sg487	IL17F	12159/12401	12172/12365	12280	12268	-0.0013264	23911	39766	0.056594	0.47743	0.52257	0.95487	0.99897	False
EPHA4_sg283	EPHA4	14308/14449	14517/14215	14378	14366	-0.0012161	27831	46562	0.056146	0.47761	0.52239	0.95523	0.99897	False
EPHA4_sg287	EPHA4	11762/11659	11678/11721	11710	11699	-0.0013304	3112.7	37922	0.055434	0.4779	0.5221	0.95579	0.99897	False
NonTarg_71	Control	13446/13121	12953/13585	13284	13269	-0.0015919	1.2594e+05	70657	0.055116	0.47802	0.52198	0.95605	0.99897	False
POLR1B_sg631	POLR1B	11432/11111	11481/11085	11271	11283	0.0015065	64834	45946	0.054943	0.52191	0.47809	0.95618	0.99897	True
B4GALT6_sg079	B4GALT6	0.91895/0.98828	1.0077/1.0924	0.95361	1.0501	0.069515	0.0029924	3.0882	0.054878	0.32308	0.67692	0.64617	0.99897	True
FMO3_sg358	FMO3	0.91895/0.98828	1.0077/1.0924	0.95361	1.0501	0.069515	0.0029924	3.0882	0.054878	0.32308	0.67692	0.64617	0.99897	True
